Link,Question,Username,Comment
,,unsophomoric,"Keeping a spreadsheet of expenses and calculating your ""Cost of Living"" (a monthly tracker is a good start!) is a great way to see your financial profile! From this, you can understand more about yourself, and when coupled with a list of needs and wants, you can portion out your finances accordingly and figure out where to cut or delegate! I also love thinking about how much happiness an item will bring me, and what its probable future in my life is HAHA"
,,si.miin,Eating at home more often! :)
,,dillonyeo_,Think if its a need or a want before purchasing
,,ashleylam32123,Consider for a few days before buying something expensive
,,seeriouslee,"Feed your needs, but if there's something you have to procrastinate on it's your wants 😂"
,,giraphaelaa,Track your spendings
,,adequalscigx_m,Always search for cheaper alternatives before buying something
,,rhea_asija02,Create a 48 hour rule: wait for 48 hours before making a non-essential purchase to prevent impulsive buying.
,,mr_henggg,keep track of your expenses for a month and see how much you truly spend (since we tend to underestimate things)
,,ikyliex,"instead of eating out which can be expensive with GST and service charges, try to cook your own meals, or eat with your family with some good home cooked food!!"
,,s.mokshada.r,hve a savings account!! :-)
,,jesssssicaa._,"When doing online shopping, I put the items I want in the cart first. If I find myself coming back to look at it again multiple times, that is when I know I really want it (bc if I forget about it, it means I do not exactly want or need it)"
,,lim_jengyeu,"If there’s anything you want to buy, sleep on it for a night and then ponder over it again to avoid impulse purchases"
,,ke55eth,Plan your budget every month
,,fabienftwq,"Be honest with yourself on how much you’re spending, no one is judging you :)"
,,131520h,tracking your expenses in a spreadsheet
,,lugiatic,"Keep a simple financial tracker. This could be a money app, or for my case, an excel sheet. This allows you to have a view of how much you are spending, where you are spending it on (i.e. food, transport, leisure) and enables you to make informed decision about spending based on a monthly budget (Should you cut back? Do you have excess to splurge?)"
,,carla26tmr,cooking your own meals instead of eating out!
,,darseryl,"Capitalise on the eighth wonder of the world - Compound Interest (it’s not about timing the market to put your capital, but amount of time your capital is in the market)<br><br>also shoutout to <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/project.moolah/?hl=en"" role=""link"" tabindex=""0"">@project.moolah</a>"
,,devinanayak,Money you save is money you earned
,,_chenyudi,cut unnecessary subscriptions!!
,,narin.workhard,memememe
,,jin_the_rae,don't overdue library books
,,julian_asks_why,Apply for a monthly concession pass if you're travelling to school every day!! SO WORTH IT
,,breakerina,"To better saving esp money, when you see the things you want to buy, own it by photo on your phone, see it enough already. no need to buy it."
,,yoursunshine_x,"one tip is to save on small cost, such as  spending less on tehbing and making it at home yourselves!"
,,narin.workhard,just make a plan of how to spend the money at each beginning of the month
,,stocccy,"Set a daily spending limit on your card, so that you don't overspend!"
,,madsingerhkt,Clear unfinished buffets and food whenever possible to save on meal expenses!
,,mahamantra27,Use a budgeting app to track your spendings and keep yourself accountable! :)
,,_ryxnlim_,go to JB for anything over $100🤑
,,red.bean.bunny,"when you want to get something new, try looking on second-hand sites since you’d probably be able to find something for the same quality and lower price!"
,,rewa._.wadhwa,"learn to say “Im on a budget” if invited to nigh outs, concerts etc. often 💵💰💲"
,,doggos_head,Take journal entries to record and track your expenses
,,bhtan00,Use a simple tracker to track your daily spendings for a month minimally. This will give you a good insight on what you are spending on and cut back on unnecessary spending!
,,piggyy.amber,track ur expenses using an app that delegates certain categories !
,,walkingsunflower_,always use shein for goods like bags etc
,,jiaaanieee_,"Apart from keeping a good budget, I use a combination of credit cards to earn miles to maximise my money spent."
,,samps_den,"When you want to buy something that isn't really essential, think about how long you will be happy for after buying it. After you realize that the item will bring you temporary happiness, you won't feel like buying it!🤣"
,,yiningyeah,"Open separate accounts (or create virtual ‘pots’) for different spending categories, such as groceries, entertainment, utilities, etc."
,,nickkseah,Allocate your finances and save!
,,derickdu33,Spend money wisely and keep monitoring on the expense
,,leetiansiang,Take public transport!
,,jzybbxssml,"First of all you need to have a clear understanding of what you have, including but not limited to money, clothes, makeup, etc. Only then when you are purchasing a new item can you better judge whether you need this new item or not, thus avoiding wastage. Secondly never overspend, if you don’t have enough money to buy current items then don‘t buy them, don’t overspend your future. Finally, try to use up every last drop of value of an item and don‘t buy a new item to replace it until you have used it up."
,,verdiowong_,Buffet clearers
,,ian_hansel,"Don't buy Starbucks every morning, as a wise quote once said: ""A Starbucks a day keeps your money away."""
,,shynrux,Remind yourself that grab is 14x the price of sitting public transport
,,litleroottown,"One of the often overlooked things is unnecessary subscription services. Cancel that Netflix subscription or multiple music streaming services which you are no longer using and resubscribe if required in future. Those backend credit card monthly renewals often go unnoticed and sum up to a lot. If you only listen to a few specific songs, consider purchasing them upfront, will be cheaper in the longer run."
,,squidtcyc,Buy coffee from koufu rather than starbucks
,,weijunblahblah,Use a spending app to track your spendings to ensure you’re spending within your means! Do a bi-annual overall tally as well to see if a change is needed in your spending habits.
,,yannyyyyy_,"Can try allocate by weekly a certain sum and however u wanna use during the week (some days lesser, but some days more all within that sum) will b up to u! &amp; yeah alternatives could be meal preps - save quite abit of $$, &amp; going for public transport instead! &amp; whenever u feel like purchasing something, I guess u can ask yourself if is it a need or a want!"
,,thutra_chikin,"I sell unwanted items (bags, kitchenware, etc.) to reduce waste and help other students who consider cheaper options like me🙌🔥"
,,loves_ya_taylor,Save more
,,gioiamanfolini,Taking the public transport
,,ong_zijian,"Don't just buy something when there is a discount, buy only when it is useful"
,,a.rethaaa,take public transport!!!!🔥👏
,,ofnwisbc,be an investment bro early
,,eliashtl.52,free welbie pls
,,natashangiam,Don’t spend on unnecessary things
,,limps___,Diversifying ur investments
,,_joshyjr,Cai fan!
,,saloni_jain09,Use public transport
,,wiistfour,Take public transport!
,,zigeerfeel,public transport &gt; grab/taxi
,,ch3_._._3,think twice before purchasing wants to prevent impulsive purchasing!
,,crystabellaxo,Bring your own water bottle to school!!!
,,napluvr69,pace yourself babygirl
,,emmarastelli,"Bring your own food from home, instead of spending money at foodcourts or restaurants"
,,ling.onberry,Can spilt your finances into percentages of saving investment etc
,,yayapapayaboom,withdraw money and keep it in a piggybank
,,ryokuroochan,Budget before spending 🔥❤️
,,thealloyrim,Drink water!
,,leisure_emperor,Reminding ourselves that 2 F1 tickets are equivalent to about 4% of the renovation costs of our new home. Good to get married to another financially responsible member of the SMU community!
,,owo_prof_badge_life,"When travelling, always consider taking public transport if possible!"
,,ye.etus_fe.etus,look for cheaper alternatives
,,kissmydumesh,think twice 😢
,,ri.raaaa,use cash more
,,cherlne,track ur transactions frequently
,,rritalu,put money in savings
,,yizhhhn,50/30/20 rule!
,,radhikapansari_,Having a big friends group lol
,,charlolillilia,Think twice before you check out that shoppee cart
,,rrongxuann,keep track of your daily expenses
,,yjiajy,Set aside 10% of money as savings
,,formyaccount,Make ur own coffee and eat at home
,,eliaheinzer,Spend less
,,t_swarnaaa,check ur bank balance before spending
,,luca_csgr,Use the bicycle instead of car for short distances
,,yingxuan_n,Use excel to calculate expense
,,weiixshann,I help buffet clearers clear their food and fill my tummy 🍽️ :) I save money from buying food and do my part to reduce food waste! ♻️
,,n.a.v.e_library,"For budgeting, make a list of your essential spending (food, transport etc.) and then followed up by your discretionary spending (your wants). Plan your budget wisely and cut back on discretionary spending if needed! Also, remember to set aside money to save for rainy days!"
,,prettyzeds,if u need to think twice about an expense it probably isnt something u shd be spending on!
,,a_proud_cloud,get a student concession card for uni to save money on public transport!
,,kh_toaster,Buy a mrt concession pass for all the travelling
,,sniff_cough_sniff,I think a gd money management act is to not spend frivolously and spend money consciously. we need to think if it's something we really need and make our spending decision based on that
,,thexplorerdiego,Never spend larger than ur income
,,fishandchipsg,Drink water instead of buying a drink
,,zennnnnnnnia,track expenses (and income)! then review them monthly
,,yandyng10,Invest in government bonds and bills. Save
,,iamnxtcole,Go for student deals when dining out🔥
,,yuujunn_,Plan your finances using excel! And always think twice before spending!
,,_lorrainep02,"Allocate your budget for every segment of your spending (transport, food, drinks, entertainment, miscellaneous etc) then check in on them weekly, adjust accordingly to best suit your own income/earnings."
,,cjane_26,Eat at home instead of eating out 😗🔥
,,zz.tong,take public transport instead of grab
,,__delia.lee__,use concession pass
,,wei_yun_egg01,Take bus dun take grab
,,official_john_goh,Meal prep
,,lilnaom,Take bus instead of grab!!
,,varshininininini,be mindful of what are your needs and what are your wants and prioritise having your needs fulfilled first!
,,wxn.yii,save 20% of ur income
,,xlryyyy,bring water from home instead of spending on beverages
,,yeo_kw,Eat meals at home
,,s.amsamm,spend within your means!
,,saysrslol,"don’t take grab, walk whenever u can!!"
,,eileennneo,eat at home more often!
,,helena.shyy,be mindful of your needs
,,dxrron___,"Cook more, eat out less"
,,mukund_jagnany,Make sure to write down all your spend In a diary at the end of the day.
,,cherlynsong,bring your own food to school!
,,veldakoh,"Sleep at 3, wake up at 12 🥴"
,,jayy131313,Cut down on BBT and sbux 😢
,,mxndytyy,buying less bbt :’)
,,74sper_,Cai Png everyday
,,warkionw,Think about how else you can spend the money better
,,freezetoice,eat at home more!!
,,grubbyp8ckls,I use various apps to help me set aside money! For instance I hv a GXS account where i put aside funds for certain goals im saving for! I think for ppl who hv less self control can make good use of the apps out there! ❤️
,,_yao_tong_,Take public transport instead of grab
,,chloe_cc66,It’s always better to cook at home.
,,s_wantingg,Take public transport over grab and eat at home more frequently if possible!
,,_pvlcini_,Focus on sustainability - it can actually be cost-effective!
,,alexyduk,"Before buying smth, consider whether it's a need or a want. If you're unsure, leave it and come back next week, if you really needed it you'd likely know by then!"
,,joeyxyzz,Set aside some money first before spending!! That way you get to control and make sure you don’t get out of budget 😍
,,lam_zoe922,"Start budgeting and making sure you don’t spend more than what you have, as easy as using excel"
,,skrtzxc,"if u want to buy something but forgets about it in a month, you don't actually need it 🤧"
,,zoeatoh,don’t anyhow spend
,,thecauseofmyeuphoria,use syfe!!
,,virag.vk,Don’t spend money on items that will not be of use to you. Spend your money wisely.
,,gallusti,eat buffet clearers instead of buying food in school 😂
,,nikikxn,Sleep 24 hours
,,iamnemooooooo,Follow the 6-4-2 rule when allocating expenses
,,kalpit_kulshrestha24,"Hey, SMU masters 🔥"
,,samuel.yzr,Cancel monthly subscriptions you don't use frequently :)
,,nim_4253,50/30/20 rules for ur money!
,,anayagehi,One Starbucks is 4 times the price of a regular coffee
,,kneecap6573832,"Be mindful of the everyday tiny expenses, they can snowball into a large sum"
,,wanqingggg_,Buy anything that has promo 🥰
,,swkhon,Set aside part of your monthly income as saving
,,manushakarunathilaka,Use budgeting apps like YNAB to track where your money goes. This helps to identify unnecessary spendings. And start investing early to take advantage of compound interest. 🙌🙌
,,rui_d777,Plan out your groceries in advance so you don’t end up buying too many things you don’t need! 🥗🛍️
,,cal.i_,"when u see smth uw, value it in your head in $$ terms, then check the price👀 too expensive? then ure not their target audience😔"
,,narin.workhard,memememe !
,,ria_saraf04,Waiting for the giveaway
Link,Question,Username,Comment
https://www.instagram.com/p/C8BUV7zPJIz/?hl=en,Comment your favorite de-stress activity below,sgsmu.studentcare,"Edited&nbsp;·&nbsp;<time class=""_a9ze _a9zf"" datetime=""2024-06-20T06:26:08.000Z"" title=""Jun 20, 2024"">51w</time><div class=""x9f619 xjbqb8w x1rg5ohu x15mokao x1ga7v0g x16uus16 xbiv7yw x1n2onr6 x1plvlek xryxfnj x1c4vz4f x2lah0s xdt5ytf xqjyukv x1qjc9v5 x1oa3qoh x1nhvcw1""></div>"
,,xuanhuiiii,by playing mahjong
,,fairpricediapers,i destress by spending time w my family and making a to-do list 🤘🏻🤘🏻😗😗
,,x.peiying.x,"I destress by eating good food, happy belly happy me 🍔"
,,_ellohe,I destress by watching kdrama 🎭
,,imseohyouk,"Watch movies, play sports~"
,,junyiiii__,i destress by dancing💃🏻 and jamming to music🎶
,,yv.xln,i destress by packing things in my room!!
,,ong_zijian,I destress by going for a run or cooking for my family!
,,jayy131313,De-stress by meeting up with friends for a good meal
,,gallusti,I de-stress by travelling and listening to music as well as getting enough rest
,,__charbar,i destress by curling up with a good read &amp; a cup of green tea 🤩🍵
,,soowee_hzw,I destress by making myself snacks🤤
,,melissa_nggg,love watching kdramas &amp; listening to music!! 🤩🤩
,,alyyssalim,i destress by bleaching/dyeing my hair 😲
,,lacuixart,Patting my Welbie! 🐧
,,anniecwl,"Jazz-listening , my moment of solace!"
,,qhrandom,Destress by playing mahjong
,,nauxihz_,i destress by snacking on junk food! 😋
,,justin.leee_,"I destress by playing pickleball, going for walks, and shopping!"
,,naokiling,Destress through hanging out with my friends and eating good food!
,,swkhon,When I'm stressful I look at my newborn baby and admire the wonder of magic that happened in my body for 10 months. That would be the most relaxing thing to do. and the greatest gift I could ever ask for
,,jjewelleee,i love to travel to different countries to eat and explore during the holidays ~~ even a short getaway helpss😌😌
,,joeyxyzz,Chatting with FAM! We could chat for hours haha there are just so many things to talk about 🙂
,,goadaliago,I enjoy doing sports!! Rockclimbing/ bouldering with my friends is a good way to be active and have a healthy social life 🧗🏻‍♀️🧗🏻‍♀️🧗🏻‍♀️
,,tuffntelly,watching a movie!!
,,dzloy,I de-stress by raiding my office pantry 😋
,,syahmii_a,I destress through taking frequent breaks and keeping my mind away from the problem whenever I can
,,lynnonggx,i exercise and run my stress away! what is stress when you are too physical exhausted to even breathe 🤩
,,riaperiwal,"I destress by spending time with my family, going on hikes if possible and waking up early for a morning walk! 🤗"
,,giovanni_leee,Destress by spending money in CapitaLand malls
,,louisjunho,"🌴🌳🌴🌳 Go for a nature bath at East Coast Park, Lazarus or read a book at the beach club 🏖🌴📖"
,,seagull0204,watch movies and eat waffles w icecream on top ! 🧇🍦🎬
,,mini.belle,I destress by hanging out with my friends and family! (Especially when we travel overseas)
,,kesykop,i destress by shopping online and travelling with my family!
,,fong555,Do Sport
,,jjia.yii,I destress by drinking bubble tea !!
,,mandykxh,Going to JB and eating good cafe food🫶🏻🫶🏻🫶🏻
,,niiicole.xjy,"I like to look for yummy food places or recipes and enjoy them with my friends and loved ones <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/very_haram_/"" role=""link"" tabindex=""0"">@very_haram_</a> <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/clairielian/"" role=""link"" tabindex=""0"">@clairielian</a> <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/vampyori/"" role=""link"" tabindex=""0"">@vampyori</a> <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/kuhrinee/"" role=""link"" tabindex=""0"">@kuhrinee</a>"
,,_nomnomnomnomnom_,"i love to destress by cycling 🚲 and climbing 🧗‍♀️with my friends, unlocking new personal best every time makes it so fulfilling 🥰"
,,sofcandelaria,I destress by planning the itinerary of my next overseas trip! Increases my excitement and allows me to look forward to my next vacation🔥
,,ahchoowinkwong,my fav way of destressing is just to stand infront of my aircon and let it blow away all my troubles💨💨💨
,,sgsmu.studentcare,"<a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/ahchoowinkwong/"" role=""link"" tabindex=""0"">@ahchoowinkwong</a> Congratulations! You've been selected as one of the giveaway winners. We will pm you shortly for details :)"
,,celinder_,I distress by playing some computer games and sometimes going on a solo shopping trip to nearby malls and I especially love IMM for the discounts so I'd love to have the voucher! :D
,,dillonyeo_,by cycling
,,joshualimquanxin,A fishing trip never fails to recharge my sanity!
,,dillonyeo_,by cycling
,,babaaaablacksheep,hanging out and cycling w friends 🫶🏻🫶🏻🫶🏻🫶🏻
,,pohh.ling,I destress by watching YouTube videos and playing games
,,pure_zhu,I destress by going for my weekly fencing training 🤺
,,cornnichiwa,"I destress by simply laying on bed and contemplating about holiday plans (eg, should i go climb mountains in Indonesia vs Dive at Tioman)"
,,wxxkiat,"Sleeping, sleeping and sleeping"
,,yfc_,"Write down my thoughts and feelings, helping me process my emotions and reduce stress !!"
,,yeening.c_,dance my stress away 🎶💃🏻🕺🪩🔥
,,flopperyfloppy,by hanging out with friends and shopping together 🔥🔥🔥🔥
,,ruiminnong,dancin with fellow smufm members🙌🏻🕺🏻
,,glen_yoo,"my destressing method is playing mahjong and winning money!! <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/rissybonitidilily/"" role=""link"" tabindex=""0"">@rissybonitidilily</a>"
,,iamm_rhythmm,Just listen to music 🎵
,,meowzybara,spend time with loved ones and finish up my anime backlog to watch :)
,,kelvinn.hyc,going to dance with my friends
,,dory___fish,My favourite way to destress during summer is by travelling and hanging out with my friends!!🤩🤩
,,blackonbblackk,"playing the piano, going out with friends and listening to music 🎧"
,,eh_kb,"My go-to de-stressing method near school is to go out on a walk at Fort Canning Park with my friends and have a hearty meal at the tasty Dumpling stall at Fortune Centre with <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/rrachea/"" role=""link"" tabindex=""0"">@rrachea</a> !"
,,saljjindwaejijjim,i destress by taking naps and eating office pantry snacks 🤠🤠🤠 and taking deep breaths 😮‍💨😮‍💨
,,loves_ya_taylor,"I destress by watching variety shows, drama and travel!"
,,minalot_to_me,i destress by going overseas!
,,charamel.cycles,I cycled 250km from Singapore 🇸🇬 to Malacca 🇲🇾 &amp; do yoga with my mom
,,pearlynangst,Going for a workout!
,,michelle.hlim,i destress by watching netflix and spending quality time with my support system 😆
,,jiajun1008,I love to travel overseas - even a short JB trip will do wonders to lift my mood ~
,,ihamshae,i listen to my favourite songs 🎶 watch my favourite shows 📺 and catch up on sleep 😴
,,fangling_,"sing k and eat a feast with <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/ong_yje/"" role=""link"" tabindex=""0"">@ong_yje</a> <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/huilitay/"" role=""link"" tabindex=""0"">@huilitay</a>"
,,kohyuling,"I de-stress by taking my dog out for walks 🐕 and watching my comfort tv show, Friends ☕🛋️ :')"
,,estre1.1a,I destress by eating sweeeet stuff and travel overseas :)))
,,joshi.tan,going outside to look at grass
,,isabellecxr,listening to music and watching my favourite shows🎧📺
,,sgsmu.studentcare,Hi everyone! We realised from some of your feedback that the comments have been limited (and yall are unable to post)! We are currently trying to sort this out from our end  to see what's the issue. Apologies for the inconveniences 🥲🥲
,,_s.hiraa_,crochet for friends and family!
,,shutingggz,watching youtube and playing games!!!
,,muskan_gutgutia,Good food followed by good sleep while listening to favorite music. If bank balance allows then step 1 will be shopping 😜
,,cal.i_,I destress w games n movies and TRAVELING🥰🫢
,,darrrnchinnn,"I destress by playing a game in plato with my friends, taking a stroll in the park, engaging with nature and watching comedy videos"
,,roy.ston_,Netflix and playing sports like squash and volleyball! 🔥
,,joelauxy,watching movies or cafe hopping 🍽
,,gpphan_,"Go for a walk (if i’m happen to be on campus, Fort Canning is defo the place to go) 😍"
,,elnyhy,hangout with my bf's bunny 🐰 floof makes the stress go poof 💨
,,choutof00,Me destress by gaming w my frens and then taking a walk!
,,_muthuu,Swimming 🏊
,,ilovelectures,I de-stress by using phone and resting/sleeping
,,rrachea,travelling to another country and eat new food!!!
,,cal.sta__,Watching drama~~
,,nicholaspeyy,I destress by staring into space
,,je.rnic,i put on my favorite hip-hop beats and dance about in my room when I'm feeling the itch🕺🏻🪩 on other less energetic nights i unwind by playing some jazzy guitar tunes 🎷🎶
,,lapageriarosea,"I journal, listen to music and take a nap 🤣"
,,dubadududukueh,I love reading books with lofi music playing in the background😆🫶🏼
,,whui.c,"spending time with my family,  watching kdrama and chasing sunsets helps me to destress! ☀️"
,,tanxiaominggggggg,I destress by watching the upcoming Euros and Copa America. Cmon England and Argentina!!!⚽️⚽️
,,xinjielaide,going for a game of pool!
,,cathlinbarki,talking to my dog and read non fiction books ..
,,greeenteafrapppe,Playing with my dog and taking him out for walks!!
,,insertjadesname,go to yoga class and meditate 💪🙌
,,kris.xx,listening to music or watching a show episode/movie to get my mind off things! 😚
,,yandyng10,Watching kdrama and sitting for a warm meal with family or friends
,,rameneggroll,i destress by going for dinner dates with my friends!
,,chee_khai,"Running, gaming, sightseeing!"
,,tl_wen,"cycling, eating and exploring good food!"
,,yy.jjjjj,running at ecp
,,anggxiuqi,"homemade meals, gym &amp; netflix!"
,,yihanl,Going for a walk!
,,sybybs_,Stroking my smooth bread plushie from SCO
,,hotdamnitstam,"i destress by playing sports with my friends, and also keep an eye out for any exciting activities organized by the various societies in our school to participate in!"
,,clrxne,cafe hopping!! its a reason to treat myself once in a while🫢☺️
,,yuujunn_,"spending quality time and catching up with friends and family, and vibing to music! 🎶😊"
,,stilljustlouie,"I de-stress by drawing art! <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/seanlimjf/"" role=""link"" tabindex=""0"">@seanlimjf</a>"
,,marshmerrrou,"I destress by visiting my office's pantry once in a while, as well as doing scrapbooking 🙂"
,,huii.xiann,"On a personal note, I like to crochet🧶🧵 while I listen to lofi music🎶 this takes my mind off whats stressing me and focus on every stitch that I am doing. Other times, I also spend alot of time playing with my pet lovebird🐦and his cuteness makes me laugh🥰"
,,sallykuulislol,"Training for a half marathon with my friend <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/timolua/"" role=""link"" tabindex=""0"">@timolua</a>"
,,deawsh,meeting and spending time with my loved ones!!
,,orange_in_sg,Go temple with family and friends
,,seanlimjf,"i destress by playing games with my friend <a class=""x1i10hfl xjbqb8w x1ejq31n x18oe1m7 x1sy0etr xstzfhl x972fbf x10w94by x1qhh985 x14e42zd x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x14z9mp xat24cr x1lziwak xexx8yu xyri2b x18d9i69 x1c1uobl x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""/stilljustlouie/"" role=""link"" tabindex=""0"">@stilljustlouie</a>"
,,fishandchipsg,I destress by watching YouTube and playing games!
,,chxrlenelim,i destress by spending time w my family and friends!
,,zaraahartanto,"I destress by watching netflix, baking👩‍🍳🍪, and playing with my doggo 🐶"
